,place_id,name,business_status,formatted_address,price_level,rating,types
0,ChIJe_zcvicvdTERSGbNONHtAuQ,Cơm Việt Nam,OPERATIONAL,"11 Đ. Cách Mạng Tháng 8, Phường 12, Quận 10, Thành phố Hồ Chí Minh, Vietnam",,4.0,"['restaurant', 'point_of_interest', 'food', 'establishment']"
1,ChIJacTy9dYudTERKxqTh09ADuc,Cá Vàng Mon - Ranchu Mon,OPERATIONAL,"372/23C Đ. Cách Mạng Tháng 8, Phường 10, Quận 3, Thành phố Hồ Chí Minh, Vietnam",,4.6,"['pet_store', 'point_of_interest', 'store', 'establishment']"
2,ChIJN6EiZ7QvdTERylk_MNiBq30,Cá Tháng Tư,OPERATIONAL,"441 Đ. Cách Mạng Tháng 8, Phường 13, Quận 10, Thành phố Hồ Chí Minh, Vietnam",,5.0,"['cafe', 'point_of_interest', 'store', 'food', 'establishment']"
3,ChIJl04GSzgvdTERmM7RgC8diXI,Bún chả cá sứa Nha Trang Thảo Hà,OPERATIONAL,"455 Đ. Cách Mạng Tháng 8, Phường 13, Quận 10, Thành phố Hồ Chí Minh 70000, Vietnam",,4.1,"['restaurant', 'point_of_interest', 'food', 'establishment']"
4,ChIJtTig2OQvdTERsaeKQh334H8,Sinh Tố KNA,OPERATIONAL,"390/4/6 Đ. Cách Mạng Tháng 8, Phường 10, Quận 3, Thành phố Hồ Chí Minh, Vietnam",,4.6,"['cafe', 'point_of_interest', 'food', 'establishment']"
5,ChIJM6ftm7kvdTERZrgtM81B4dk,Đô Đô Quán,OPERATIONAL,"42/4 Đ. Cách Mạng Tháng 8, Phường 13, Quận 10, Thành phố Hồ Chí Minh, Vietnam",,5.0,"['restaurant', 'point_of_interest', 'food', 'establishment']"
6,ChIJJ4UwzSUvdTERqPlFF83E6UA,Cà-rem,OPERATIONAL,"191 Đ. Cách Mạng Tháng 8, Phường 4, Quận 3, Thành phố Hồ Chí Minh 700000, Vietnam",2.0,4.3,"['point_of_interest', 'store', 'food', 'establishment']"
7,ChIJ0ZsSASgvdTERLruS2J-nDk0,Vove Indian Groceries Store,OPERATIONAL,"571/3H Đ. Cách Mạng Tháng 8, Phường 15, Quận 10, Thành phố Hồ Chí Minh 700000, Vietnam",,4.8,"['grocery_or_supermarket', 'point_of_interest', 'store', 'food', 'establishment']"
9,ChIJt0tfsBEvdTER2mnkQ9d1alg,Ốc Lạ CMT8,OPERATIONAL,"Hẻm 283/10, Đ. Cách Mạng Tháng 8, Phường 12, Quận 10, Thành phố Hồ Chí Minh, Vietnam",,4.2,"['restaurant', 'food', 'point_of_interest', 'establishment']"
10,ChIJhy-7amIvdTERa7niojFVuyU,Hao Mon Quan Restaurant,OPERATIONAL,"281 Đ. Cách Mạng Tháng 8, Phường 12, Quận 10, Thành phố Hồ Chí Minh, Vietnam",,4.0,"['restaurant', 'food', 'point_of_interest', 'establishment']"
11,ChIJ98k-SyQvdTERDU8T9bdMkpo,Nhà hàng Biển Dương 6 - Cách Mạng Tháng Tám,OPERATIONAL,"205 Đ. Cách Mạng Tháng 8, Phường 4, Quận 3, Thành phố Hồ Chí Minh, Vietnam",3.0,4.1,"['restaurant', 'food', 'point_of_interest', 'establishment']"
12,ChIJk7fzZSgvdTER833RJ7BD5Ok,SeaShell Mrs. Hồng,OPERATIONAL,"210/15 Đ. Cách Mạng Tháng 8, Phường 10, Quận 3, Thành phố Hồ Chí Minh, Vietnam",2.0,4.4,"['restaurant', 'food', 'point_of_interest', 'establishment']"
13,ChIJq3PvIIcvdTERuDnUmvKGLNo,"Hủ Tiếu cá Thẩm Yên, cơm chiều",OPERATIONAL,"599 Đ. Cách Mạng Tháng 8, Phường 15, Quận 10, Thành phố Hồ Chí Minh, Vietnam",,4.0,"['restaurant', 'food', 'point_of_interest', 'establishment']"
14,ChIJ732_t9YudTERUCTvB0mLcNQ,Quán Nha Trang Ngon,OPERATIONAL,"430/32A Đ. Cách Mạng Tháng 8, Phường 10, Quận 3, Thành phố Hồ Chí Minh, Vietnam",,4.0,"['restaurant', 'food', 'point_of_interest', 'establishment']"
16,ChIJK-bKLNUvdTERFcn2u35FudM,Vi cá Ông Đức,OPERATIONAL,"436/29 Đ. Cách Mạng Tháng 8, Phường 11, Quận 3, Thành phố Hồ Chí Minh 700000, Vietnam",,5.0,"['restaurant', 'food', 'point_of_interest', 'establishment']"
21,ChIJW0cdBcQvdTER8-oMJwT0FuU,FIT CENTER,OPERATIONAL,"475C Đ. Cách Mạng Tháng 8, Phường 13, Quận 10, Thành phố Hồ Chí Minh 740200, Vietnam",,4.6,"['gym', 'health', 'point_of_interest', 'establishment']"
42,ChIJ9YE09dEudTERNEcX1eDdajY,White Rabbit Amusement Park,OPERATIONAL,"875 Đ. Cách Mạng Tháng 8, Phường 15, Quận 10, Thành phố Hồ Chí Minh, Vietnam",,4.3,"['tourist_attraction', 'amusement_park', 'park', 'point_of_interest', 'establishment']"
49,ChIJmxddNssudTER2KgnowvIsXE,B's Mart - Cửa hàng 10,OPERATIONAL,"406C Đ. Cách Mạng Tháng 8, Phường 4, Tân Bình, Thành phố Hồ Chí Minh, Vietnam",,3.5,"['convenience_store', 'store', 'food', 'point_of_interest', 'establishment']"
50,ChIJoccfPyYvdTERaGaHzcJJasU,Thien Nam Hoa Electronics - District 10,OPERATIONAL,"277B Đ. Cách Mạng Tháng 8, Phường 12, Quận 10, Thành phố Hồ Chí Minh, Vietnam",,3.8,"['electronics_store', 'store', 'point_of_interest', 'establishment']"
52,ChIJ-bSHQcsudTERqn5iWBupcTY,Công Ty Cổ Phần Giải Pháp Bao Bì Giấy Đất Phương Nam,OPERATIONAL,"981 Đ. Cách Mạng Tháng 8, Phường 7, Tân Bình, Thành phố Hồ Chí Minh, Vietnam",,0.0,"['transit_station', 'point_of_interest', 'establishment']"
57,ChIJfZdXndEudTERr1t6vCLNFUU,Aussie Meat Restaurants,OPERATIONAL,"595/29A3 Đ. Cách Mạng Tháng 8, Phường 15, Quận 10, Thành phố Hồ Chí Minh, Vietnam",,4.3,"['restaurant', 'point_of_interest', 'food', 'establishment']"
58,ChIJfyv1TTsvdTERqTrgixD32_0,Bún Bò Xưa,OPERATIONAL,"48 Đ. Cách Mạng Tháng 8, Phường 6, Quận 3, Thành phố Hồ Chí Minh, Vietnam",2.0,3.8,"['restaurant', 'point_of_interest', 'food', 'establishment']"
60,ChIJL9PThecvdTERM83qk-daalM,Home Mì,OPERATIONAL,"65A Đ. Cách Mạng Tháng 8, Phường Phạm Ngũ Lão, Quận 1, Thành phố Hồ Chí Minh, Vietnam",,4.4,"['restaurant', 'point_of_interest', 'food', 'establishment']"
61,ChIJowgcl80udTERK3NHyZQ77rU,Pizza Hut CMTT,OPERATIONAL,"731 Đ. Cách Mạng Tháng 8, Phường 6, Tân Bình, Thành phố Hồ Chí Minh 700000, Vietnam",2.0,4.1,"['restaurant', 'point_of_interest', 'food', 'establishment']"
62,ChIJQ_rJ1ycvdTERuLvgQ-ENQnY,Lananh Beer Restaurant,OPERATIONAL,"291 Đ. Cách Mạng Tháng 8, Phường 12, Quận 10, Thành phố Hồ Chí Minh 70000, Vietnam",,4.1,"['restaurant', 'point_of_interest', 'food', 'establishment']"
64,ChIJmZRjJpgvdTERmX0K91ZzwXI,The Street,OPERATIONAL,"181C Đ. Cách Mạng Tháng 8, Phường 5, Quận 3, Thành phố Hồ Chí Minh 70000, Vietnam",,4.1,"['restaurant', 'point_of_interest', 'food', 'establishment']"
66,ChIJ6THERxMpdTERMyjYxkW8An4,X85 Beer Garden,OPERATIONAL,"85 Đ. Cách Mạng Tháng 8, Phường Phạm Ngũ Lão, Quận 1, Thành phố Hồ Chí Minh, Vietnam",,4.0,"['restaurant', 'point_of_interest', 'food', 'establishment']"
67,ChIJuUtfsCspdTER6YIEIWDCutg,Mì Ý Nhà Pasta- Spaghetti,OPERATIONAL,"1054 Đ. Cách Mạng Tháng 8, Phường 4, Tân Bình, Thành phố Hồ Chí Minh, Vietnam",,4.5,"['restaurant', 'point_of_interest', 'food', 'establishment']"
68,ChIJtYmYtNYudTERpKog1HryiJo,Lẩu Chay Thiên Ân Phát,OPERATIONAL,"436/15 Đ. Cách Mạng Tháng 8, Phường 10, Quận 3, Thành phố Hồ Chí Minh, Vietnam",,4.0,"['restaurant', 'point_of_interest', 'food', 'establishment']"
69,ChIJ56gQ654vdTERh9Z-oIC7YRs,Cô Râu Quán (Cô Gái Có Râu),OPERATIONAL,"974 Đ. Cách Mạng Tháng 8, Phường 5, Tân Bình, Thành phố Hồ Chí Minh, Vietnam",,2.4,"['restaurant', 'point_of_interest', 'food', 'establishment']"
70,ChIJ__97FjwvdTERCjU3K58RjB0,Sky Garden,OPERATIONAL,"12D Đ. Cách Mạng Tháng 8, Phường Bến Thành, Quận 1, Thành phố Hồ Chí Minh 700000, Vietnam",,3.8,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']"
72,ChIJL0C0lMcvdTERudKJuZHBqts,Little Viet,OPERATIONAL,"85 Đ. Cách Mạng Tháng 8, Phường Phạm Ngũ Lão, Quận 1, Thành phố Hồ Chí Minh, Vietnam",,4.1,"['restaurant', 'food', 'point_of_interest', 'establishment']"
73,ChIJSyPbY4gvdTERr9SVDcnqzxk,Lẩu Bò Sài Gòn,OPERATIONAL,"638 Đ. Cách Mạng Tháng 8, Phường 11, Quận 3, Thành phố Hồ Chí Minh 70000, Vietnam",,4.2,"['restaurant', 'food', 'point_of_interest', 'establishment']"
74,ChIJ4eiWUdIudTERKHMne1sGgak,Lẩu Bò Thiên Kim quận 3,OPERATIONAL,"590/F1(552-588) lô F, Đ. Cách Mạng Tháng 8, Phường 11, Quận 3, Thành phố Hồ Chí Minh 700000, Vietnam",1.0,4.2,"['restaurant', 'food', 'point_of_interest', 'establishment']"
75,ChIJg9kSHH0vdTERFJcVXnzvmYU,KIMBAP & JEONG BBQ,OPERATIONAL,"691 Đ. Cách Mạng Tháng 8, Phường 6, Tân Bình, Thành phố Hồ Chí Minh, Vietnam",2.0,4.4,"['restaurant', 'food', 'point_of_interest', 'establishment']"
76,ChIJp-N7G0UvdTERtmjWejuKMPI,Cơm cháy chà bông Ba Tuấn,OPERATIONAL,"132B Đ. Cách Mạng Tháng 8, Phường 8, Quận 3, Thành phố Hồ Chí Minh, Vietnam",,4.8,"['restaurant', 'food', 'point_of_interest', 'establishment']"
77,ChIJSRsQbJwvdTERumWB3PqsjAE,Phở 575,OPERATIONAL,"15 Đ. Cách Mạng Tháng 8, Phường 15, Quận 10, Thành phố Hồ Chí Minh, Vietnam",,4.3,"['restaurant', 'food', 'point_of_interest', 'establishment']"
78,ChIJpx69d38vdTERrCzI3MtMpCw,Lẩu Bò Cô Liên,OPERATIONAL,"656/112, Đ. Cách Mạng Tháng 8, Phường 11, Quận 3, Thành phố Hồ Chí Minh 700000, Vietnam",,4.4,"['restaurant', 'food', 'point_of_interest', 'establishment']"
79,ChIJp1uX7psvdTERI6RcefaAqBM,Nhân Quán,OPERATIONAL,"122D Đ. Cách Mạng Tháng 8, Võ Thị Sáu, Quận 3, Thành phố Hồ Chí Minh 700000, Vietnam",3.0,4.2,"['restaurant', 'food', 'point_of_interest', 'establishment']"
80,ChIJpQE-1jsvdTERtmA63KWhpRo,Lẩu Bò Nồi Đất Cô Sáu,OPERATIONAL,"616 Đ. Cách Mạng Tháng 8, Phường 11, Quận 10, Thành phố Hồ Chí Minh, Vietnam",,3.7,"['restaurant', 'food', 'point_of_interest', 'establishment']"
81,ChIJL3DTyQQvdTERyAaI7HLpo1U,Nhào Zo Quán,OPERATIONAL,"24 Đ. Cách Mạng Tháng 8, Phường 5, Quận 10, Thành phố Hồ Chí Minh, Vietnam",,0.0,"['restaurant', 'food', 'point_of_interest', 'establishment']"
82,ChIJxaVHU9IvdTER9u1miwiv5Mg,Bún thịt nướng sài gòn,OPERATIONAL,"463B/47B Đ. Cách Mạng Tháng 8, Phường 13, Quận 10, Thành phố Hồ Chí Minh, Vietnam",,1.5,"['restaurant', 'food', 'point_of_interest', 'establishment']"
83,ChIJyQcJKwcvdTERjfjiIJBaIxs,Bò Nướng Khói - CN Tân Bình,OPERATIONAL,"890 Đ. Cách Mạng Tháng 8, Phường 5, Tân Bình, Thành phố Hồ Chí Minh, Vietnam",,4.5,"['restaurant', 'point_of_interest', 'food', 'establishment']"
84,ChIJ0XyVMLgvdTERMKVFeFBDIdI,Cháo ếch Cách Mạng Tháng 8,OPERATIONAL,"206c Đ. Cách Mạng Tháng 8, Phường 10, Quận 3, Thành phố Hồ Chí Minh, Vietnam",,4.2,"['restaurant', 'point_of_interest', 'food', 'establishment']"
85,ChIJI4cMpE8vdTER1jlw5diZ3DM,The Noon,OPERATIONAL,"277B Đ. Cách Mạng Tháng 8, Phường 12, Quận 10, Thành phố Hồ Chí Minh, Vietnam",,4.8,"['restaurant', 'point_of_interest', 'food', 'establishment']"
86,ChIJLaQo_tYudTERknQwferOxZU,Bò Né 3 Ngon,OPERATIONAL,"283/2 Đ. Cách Mạng Tháng 8, Phường 12, Quận 10, Thành phố Hồ Chí Minh, Vietnam",,4.2,"['restaurant', 'point_of_interest', 'food', 'establishment']"
87,ChIJK6AY_xgvdTERk9u2Kr1LQrA,Lẩu bò Bốn Mùa,OPERATIONAL,"594 Đ. Cách Mạng Tháng 8, Phường 11, Quận 3, Thành phố Hồ Chí Minh, Vietnam",,4.1,"['restaurant', 'point_of_interest', 'food', 'establishment']"
88,ChIJVSaLuyQvdTERxb1ikGd1hww,Phở Kim,OPERATIONAL,"181 Đ. Cách Mạng Tháng 8, Phường 5, Quận 3, Thành phố Hồ Chí Minh, Vietnam",2.0,4.2,"['restaurant', 'point_of_interest', 'food', 'establishment']"
89,ChIJ_VmKKNIudTERe-Dj3n3aJN8,Glorious Wedding Restaurant,OPERATIONAL,"546-548 Đ. Cách Mạng Tháng 8, Phường 11, Quận 3, Thành phố Hồ Chí Minh 72411, Vietnam",,3.6,"['restaurant', 'point_of_interest', 'food', 'establishment']"
90,ChIJ_a9gAQgvdTERiFrZ8RFoH4M,Tiệm nướng nọ tân bình,OPERATIONAL,"728 Đ. Cách Mạng Tháng 8, Phường 5, Tân Bình, Thành phố Hồ Chí Minh 700000, Vietnam",2.0,5.0,"['restaurant', 'point_of_interest', 'food', 'establishment']"
92,ChIJwdHJRzgvdTERi29N8fcqBdc,BÚN BÒ HUẾ HỒNG NGỌC,OPERATIONAL,"210/12 Đ. Cách Mạng Tháng 8, Phường 10, Quận 3, Thành phố Hồ Chí Minh, Vietnam",2.0,4.3,"['restaurant', 'point_of_interest', 'food', 'establishment']"
93,ChIJidCmrmkpdTERy5bsjIjW1Xk,Mì Trộn Tùm Lum - Ăn Vặt Chill,OPERATIONAL,"1196 Đ. Cách Mạng Tháng 8, P.4, Tân Bình, Thành phố Hồ Chí Minh 700000, Vietnam",,3.1,"['restaurant', 'point_of_interest', 'food', 'establishment']"
94,ChIJe5Xu6McvdTER5j5PvsDqUFA,BUFFET CHAY RANG DONG,OPERATIONAL,"83 Đ. Cách Mạng Tháng 8, Phường Phạm Ngũ Lão, Quận 1, Thành phố Hồ Chí Minh 700000, Vietnam",,3.9,"['restaurant', 'point_of_interest', 'food', 'establishment']"
95,ChIJ12gq2BYvdTERH54SzZ_-Kw4,"Quán Cơm Gà, Mẹt, Gỏi - Gà Ta Ngon Số 1 - Chi Nhánh 398 Cách Mạng Tháng 8, Quận.3",OPERATIONAL,"392 Đ. Cách Mạng Tháng 8, Phường 10, Quận 3, Thành phố Hồ Chí Minh, Vietnam",,4.7,"['restaurant', 'point_of_interest', 'food', 'establishment']"
96,ChIJZWOyXzsvdTER3yUJM4csyx0,Bít Tết Lục Nguyên,OPERATIONAL,"127 Đ. Cách Mạng Tháng 8, Phường 5, Quận 3, Thành phố Hồ Chí Minh, Vietnam",2.0,4.0,"['restaurant', 'point_of_interest', 'food', 'establishment']"
97,ChIJXbGHY9IudTER-xbiSBi-DBY,Cửa Hàng Tạp Hóa Anh Sang,OPERATIONAL,"656 Đ. Cách Mạng Tháng 8, Phường 11, Quận 3, Thành phố Hồ Chí Minh 70000, Vietnam",,0.0,"['department_store', 'point_of_interest', 'store', 'establishment']"
98,ChIJobXyXxAvdTERxXYY17AzMP4,Cửa hàng bách hóa hiện đại Coopsmile,OPERATIONAL,"58 Đ. Cách Mạng Tháng 8, Phường 6, Quận 3, Thành phố Hồ Chí Minh, Vietnam",,0.0,"['grocery_or_supermarket', 'point_of_interest', 'store', 'food', 'establishment']"
110,ChIJ-wsZEdIudTERPTRlYADsyJ4,Le Thi Rieng Swimming Pool,OPERATIONAL,"875 Đ. Cách Mạng Tháng 8, Phường 15, Quận 10, Thành phố Hồ Chí Minh, Vietnam",,3.9,"['point_of_interest', 'establishment']"
112,ChIJj4zVdSYvdTER2-3MEhDxqv4,Trung Tâm Văn Hóa-Thể Thao Quận 3,OPERATIONAL,"126 Đ. Cách Mạng Tháng 8, Võ Thị Sáu, Quận 3, Thành phố Hồ Chí Minh, Vietnam",,4.2,"['point_of_interest', 'establishment']"
114,ChIJYwsYBtIudTERCWZYNjS8Lpo,Nhan Van Bookstore,OPERATIONAL,"875 Đ. Cách Mạng Tháng 8, Cư xá Bắc Hải, Quận 10, Thành phố Hồ Chí Minh 700000, Vietnam",,4.2,"['book_store', 'supermarket', 'grocery_or_supermarket', 'food', 'point_of_interest', 'store', 'establishment']"
115,ChIJ3_io66MvdTERjrt36-K0phg,Trên Tầng Thượng,OPERATIONAL,"540/19 Đ. Cách Mạng Tháng 8, P.11, Quận 3, Thành phố Hồ Chí Minh 70000, Vietnam",,4.1,"['cafe', 'bar', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']"
116,ChIJv32dks0udTERF9Pi3AXNAAA,Bưu điện Chí Hoà,OPERATIONAL,"695 Đ. Cách Mạng Tháng 8, Phường 6, Quận 3, Thành phố Hồ Chí Minh, Vietnam",,3.4,"['post_office', 'finance', 'point_of_interest', 'establishment']"
118,ChIJ7dERtSUvdTERbxMvTbnSdeg,Starbucks CMT8,OPERATIONAL,"241Bis Đ. Cách Mạng Tháng 8, Phường 4, Quận 3, Thành phố Hồ Chí Minh 700000, Vietnam",3.0,4.3,"['cafe', 'food', 'point_of_interest', 'store', 'establishment']"
119,ChIJE3no9lMvdTERYg9nCKx_-dI,Highlands Coffee 601 CMT8,OPERATIONAL,"601 Đ. Cách Mạng Tháng 8, Phường 15, Quận 10, Thành phố Hồ Chí Minh, Vietnam",2.0,4.3,"['cafe', 'food', 'point_of_interest', 'store', 'establishment']"
120,ChIJfxihCYIvdTERyMuk8tIkmKY,Thuê Xe Máy Sài Gòn,OPERATIONAL,"531bis Đ. Cách Mạng Tháng 8, Phường 13, Quận 10, Thành phố Hồ Chí Minh, Vietnam",,0.0,"['point_of_interest', 'establishment']"
124,ChIJIa6Gkc0udTERqT1iUSrq6sM,Tân Bình Process Server,OPERATIONAL,"717 Đ. Cách Mạng Tháng 8, Phường 6, Tân Bình, Thành phố Hồ Chí Minh, Vietnam",,5.0,"['lawyer', 'point_of_interest', 'establishment']"
134,ChIJ-7N3e9EudTERfOjpOpH0ldw,Hoa Hung Evangelical Church,OPERATIONAL,"625d Đ. Cách Mạng Tháng 8, Phường 15, Quận 10, Thành phố Hồ Chí Minh, Vietnam",,4.7,"['church', 'place_of_worship', 'point_of_interest', 'establishment']"
136,ChIJi-tqgtIudTERDRyqwwAlggA,An Lac Church,OPERATIONAL,"15/2 Đ. Cách Mạng Tháng 8, Phường 5, Tân Bình, Thành phố Hồ Chí Minh, Vietnam",,4.6,"['church', 'place_of_worship', 'point_of_interest', 'establishment']"
139,ChIJU6dzrtYudTERqnTBcLJeJXM,Chi Nhánh Công Ty Cổ Phần Vận Tải Đường Sắt Sài Gòn Xí Nghiệp Toa Xe Sài Gòn,OPERATIONAL,"45 Đ. Cách Mạng Tháng 8, Phường 11, Quận 3, Thành phố Hồ Chí Minh, Vietnam",,5.0,"['bus_station', 'transit_station', 'point_of_interest', 'establishment']"
147,ChIJuagr2iUvdTER6-3BhHh8D3o,Công Trường Dân Chủ - 126 Cách Mạng Tháng Tám,OPERATIONAL,"CMT8, Võ Thị Sáu, Quận 3, Thành phố Hồ Chí Minh, Vietnam",,4.2,"['bus_station', 'transit_station', 'point_of_interest', 'establishment']"
148,ChIJ30kUbCgvdTERNemkuhb2rSU,Công Ty TNHH Một Thành Viên Vận Tải Nerium International,OPERATIONAL,"210/5, Đường Cách Mạng Tháng 8, Phường 10, Quận 3, Thành phố Hồ Chí Minh, Vietnam",,3.0,"['transit_station', 'point_of_interest', 'establishment']"
168,ChIJRxiDbh8vdTERzm1-XF3iJZA,Cơm Cháy Chà Bông CHẤT,OPERATIONAL,"375 Đ. Cách Mạng Tháng 8, Phường 13, Quận 10, Thành phố Hồ Chí Minh, Vietnam",,4.6,"['grocery_or_supermarket', 'food', 'point_of_interest', 'store', 'establishment']"
169,ChIJb3kvedEudTERDK9yZBUDUs0,Hoàng Hà mobile - CMT8 HCM,OPERATIONAL,"621D Đ. Cách Mạng Tháng 8, Phường 15, Quận 10, Thành phố Hồ Chí Minh, Vietnam",,4.2,"['point_of_interest', 'store', 'establishment']"
172,ChIJj0jvovEvdTERJ2YN0bhWHhQ,Gorishop CMT8,OPERATIONAL,"22 Đ. Cách Mạng Tháng 8, Phường 15, Quận 10, Thành phố Hồ Chí Minh 700000, Vietnam",,4.2,"['clothing_store', 'point_of_interest', 'store', 'establishment']"
173,ChIJ6bUIi80udTERvLABxluV_8o,ĐÔNG HẢI,OPERATIONAL,"737 Đ. Cách Mạng Tháng 8, Phường 6, Tân Bình, Thành phố Hồ Chí Minh 70000, Vietnam",,5.0,"['shoe_store', 'point_of_interest', 'store', 'establishment']"
174,ChIJ5QvI87ovdTER05qXS8w5B3A,LADO,OPERATIONAL,"446 Đ. Cách Mạng Tháng 8, Phường 11, Quận 3, Thành phố Hồ Chí Minh 700000, Vietnam",,5.0,"['clothing_store', 'point_of_interest', 'store', 'establishment']"
175,ChIJ_3l1dR8vdTERU8m7v1f7ELU,Vitamin House,OPERATIONAL,"563 Đ. Cách Mạng Tháng 8, Phường 15, Quận 10, Thành phố Hồ Chí Minh, Vietnam",,3.9,"['liquor_store', 'food', 'point_of_interest', 'store', 'establishment']"
176,ChIJ2wnK5dcudTERXN50an6FoEQ,Mi Shop,OPERATIONAL,"401 Đ. Cách Mạng Tháng 8, Phường 13, Quận 10, Thành phố Hồ Chí Minh, Vietnam",,4.0,"['point_of_interest', 'store', 'establishment']"
177,ChIJd8IvGNIudTERHlaV9uF1NNE,Siêu Thị Điện Máy Nội Thất Chợ Lớn,OPERATIONAL,"590 Đ. Cách Mạng Tháng 8, Phường 11, Quận 3, Thành phố Hồ Chí Minh, Vietnam",,4.1,"['electronics_store', 'point_of_interest', 'store', 'establishment']"
178,ChIJhZE8ftEudTERzn-0fcn3Nx4,HACOM QUẬN 3 HỒ CHÍ MINH,OPERATIONAL,"478 Đ. Cách Mạng Tháng 8, Phường 11, Quận 3, Thành phố Hồ Chí Minh, Vietnam",,3.6,"['electronics_store', 'point_of_interest', 'store', 'establishment']"
179,ChIJ43j2DNIudTERodN6miP5OLk,SKECHERS – Cách Mạng Tháng 8,OPERATIONAL,"648 Đ. Cách Mạng Tháng 8, Phường 11, Quận 3, Thành phố Hồ Chí Minh 700000, Vietnam",,4.6,"['shoe_store', 'point_of_interest', 'store', 'establishment']"
180,ChIJdWnslY0vdTERu01cpnXNG-E,Shop Small.G,OPERATIONAL,"Hẻm, 19 Đ. Cách Mạng Tháng 8, Phường 11, Quận 3, Thành phố Hồ Chí Minh 700925, Vietnam",,4.1,"['clothing_store', 'point_of_interest', 'store', 'establishment']"
181,ChIJLSmgXMsudTERnOqdQP5E8gE,"MIA.vn CMT8 - Siêu thị vali kéo du lịch, Balo, túi xách, phụ kiện",OPERATIONAL,"631 Đ. Cách Mạng Tháng 8, Phường 15, Quận 10, Thành phố Hồ Chí Minh 700000, Vietnam",,4.8,"['point_of_interest', 'store', 'establishment']"
182,ChIJzyFg99EvdTER1BKpIAkUQvA,Mô Hình Tĩnh Việt Nam,OPERATIONAL,"609 Đ. Cách Mạng Tháng 8, Phường 15, Quận 10, Thành phố Hồ Chí Minh, Vietnam",,5.0,"['point_of_interest', 'store', 'establishment']"
183,ChIJMaEm13YvdTERSpRkqOUH2tY,Gomhang,OPERATIONAL,"704 Đ. Cách Mạng Tháng 8, Phường 5, Tân Bình, Thành phố Hồ Chí Minh, Vietnam",,3.9,"['point_of_interest', 'health', 'establishment']"
187,ChIJV8L5bAEvdTERVMewRPFLxXg,Cơm Tấm 390,OPERATIONAL,"392 Đ. Cách Mạng Tháng 8, Phường 15, Quận 10, Thành phố Hồ Chí Minh, Vietnam",,3.0,"['restaurant', 'point_of_interest', 'food', 'establishment']"
189,ChIJJ0rYANcudTEReoCfL9RPEVo,Địa Chỉ,OPERATIONAL,"495A Đ. Cách Mạng Tháng 8, Phường 13, Quận 10, Thành phố Hồ Chí Minh, Vietnam",,0.0,"['store', 'point_of_interest', 'establishment']"
190,ChIJaZs21-0pdTERnGHIoL-5nyw,Cách Mạng Tháng 8,OPERATIONAL,"318 Cách Mạng Tháng 8, Phường 13, Tân Bình, Thành phố Hồ Chí Minh, Vietnam",,4.8,"['store', 'point_of_interest', 'establishment']"
191,ChIJX9y-RMUvdTERfKoAyDl0hdw,Ăn Vặt Su Xoắn,OPERATIONAL,"285/15 Đ. Cách Mạng Tháng 8, Phường 12, Quận 10, Thành phố Hồ Chí Minh 700000, Vietnam",,4.4,"['restaurant', 'point_of_interest', 'food', 'establishment']"
192,ChIJq6rBwdEudTER_W8bn3AWiEQ,Chucha Shoes,OPERATIONAL,"601/8 Đ. Cách Mạng Tháng 8, Phường 15, Quận 10, Thành phố Hồ Chí Minh, Vietnam",,4.0,"['shoe_store', 'store', 'point_of_interest', 'establishment']"
194,ChIJSapW2tYudTERKGdCtiggJuk,Súp Cua Yến Nhi,OPERATIONAL,"539A Đ. Cách Mạng Tháng 8, Phường 15, Quận 10, Thành phố Hồ Chí Minh, Vietnam",,4.1,"['restaurant', 'point_of_interest', 'food', 'establishment']"
195,ChIJo_TA-1UvdTERqZ4yufKyHBs,Masara Store CMT8 - MASARA.VN,OPERATIONAL,"206A Đ. Cách Mạng Tháng 8, Phường 10, Quận 3, Thành phố Hồ Chí Minh 70000, Vietnam",,4.1,"['clothing_store', 'store', 'point_of_interest', 'establishment']"
199,ChIJoVGRzzovdTER_seYV2tswRk,Kênh Mobile,OPERATIONAL,"372/1 Đ. Cách Mạng Tháng 8, Phường 10, Quận 3, Thành phố Hồ Chí Minh, Vietnam",,4.6,"['store', 'point_of_interest', 'establishment']"
201,ChIJ21lnYzEvdTERmy9r46fLZjA,Catsa Cách Mạng Tháng 8,OPERATIONAL,"442 Đ. Cách Mạng Tháng 8, Phường 11, Quận 3, Thành phố Hồ Chí Minh 700000, Vietnam",,4.5,"['clothing_store', 'store', 'point_of_interest', 'establishment']"
202,ChIJI_gRWWovdTERFFBGav7mOc0,"WWW.THEBASIC.VN - 788 CMT8, F.5 TÂN BÌNH",OPERATIONAL,"788 Đ. Cách Mạng Tháng 8, Phường 5, Tân Bình, Thành phố Hồ Chí Minh 700000, Vietnam",,3.9,"['shoe_store', 'store', 'point_of_interest', 'establishment']"
203,ChIJubJBThQvdTERpBz0rvgtBtI,Siêu Thị Pangoo Mart,OPERATIONAL,"406 Đ. Cách Mạng Tháng 8, Phường 11, Quận 3, Thành phố Hồ Chí Minh 70000, Vietnam",,5.0,"['store', 'point_of_interest', 'establishment']"
